dataset,var,class
baseline,c11_disease_u7_3_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_4_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_5_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_6_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_7_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_8_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_9_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_10_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_11_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_12_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_13_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_14_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_15_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_16_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_17_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_18_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_19_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_45_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_44_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_43_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_42_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_41_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_40_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_39_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_38_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_37_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_36_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_35_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_34_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_33_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_32_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_31_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_30_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_29_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_28_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_27_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_26_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_25_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_24_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_23_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_22_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_21_2,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_20_2,haven_labelled/vctrs_vctr/double
baseline,c12_diagnose_u7_2,haven_labelled/vctrs_vctr/double
baseline,c13_medication_u7_2,haven_labelled/vctrs_vctr/double
baseline,c14_meditake_u7_2,haven_labelled/vctrs_vctr/double
baseline,c15_format_u7_2,character
baseline,c15_format_u7_1_2,haven_labelled/vctrs_vctr/double
baseline,c15_format_u7_2_2,haven_labelled/vctrs_vctr/double
baseline,c15_format_u7_3_2,haven_labelled/vctrs_vctr/double
baseline,c16_virtual_u7_2,character
baseline,c16_virtual_u7_1_2,haven_labelled/vctrs_vctr/double
baseline,c16_virtual_u7_2_2,haven_labelled/vctrs_vctr/double
baseline,c16_virtual_u7_3_2,haven_labelled/vctrs_vctr/double
baseline,c16_virtual_u7_4_2,haven_labelled/vctrs_vctr/double
baseline,c16_virtual_u7_5_2,haven_labelled/vctrs_vctr/double
baseline,c16_virtual_u7_6_2,haven_labelled/vctrs_vctr/double
baseline,c16_virtual_u7_7_2,haven_labelled/vctrs_vctr/double
baseline,c17_virtime_u7_2,numeric
baseline,c19_pertime_u7_2,numeric
baseline,c20_personlast_u7_2,haven_labelled/vctrs_vctr/double
baseline,c21_health_u7_2,numeric
baseline,c22_nonhealth_u7_2,numeric
baseline,c22b_u7_total_2,numeric
baseline,c23_reimburse_u7_2,numeric
baseline,c24_stopnormal_u7_2,numeric
baseline,c25_assist_u7_2,character
baseline,c25_assist_u7_0_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_1_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_2_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_3_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_4_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_5_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_6_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_8_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_7_2,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_98_2,haven_labelled/vctrs_vctr/double
baseline,c26_nonsick_u7_2,character
baseline,c26_nonsick_u7_1_2,haven_labelled/vctrs_vctr/double
baseline,c26_nonsick_u7_2_2,haven_labelled/vctrs_vctr/double
baseline,c26_nonsick_u7_3_2,haven_labelled/vctrs_vctr/double
baseline,c26_nonsick_u7_4_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_2,character
baseline,c27_notconsult_u7_1_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_2_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_3_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_4_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_5_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_6_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_7_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_8_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_9_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_10_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_11_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_12_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_13_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_14_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_15_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_16_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_17_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_18_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_19_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_20_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_21_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_22_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_23_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_24_2,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_25_2,haven_labelled/vctrs_vctr/double
baseline,c28_inpatient_u7_2,haven_labelled/vctrs_vctr/double
baseline,c29_insu_u7_2,haven_labelled/vctrs_vctr/double
baseline,c30_episode_u7_2,numeric
baseline,c31_disease_u7_2,character
baseline,c31_disease_u7_1_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_2_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_3_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_4_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_5_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_6_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_7_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_8_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_9_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_10_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_11_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_12_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_13_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_14_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_15_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_16_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_17_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_18_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_19_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_20_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_21_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_22_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_23_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_24_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_25_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_42_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_41_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_40_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_39_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_38_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_37_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_36_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_35_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_34_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_33_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_32_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_31_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_30_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_29_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_28_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_27_2,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_26_2,haven_labelled/vctrs_vctr/double
baseline,c32_opd_u7_2,haven_labelled/vctrs_vctr/double
baseline,c33_hospital_u7_2,haven_labelled/vctrs_vctr/double
baseline,c34_stopnormal_u7_2,numeric
baseline,c35_days_u7_2,numeric
baseline,c36_health_u7_2,numeric
baseline,c37_nonhealth_u7_2,numeric
baseline,c37b_u7_total_2,numeric
baseline,c1_time_u7_3,numeric
baseline,c2_nature_u7_3,character
baseline,c2_nature_u7_1_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_2_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_3_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_4_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_5_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_6_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_7_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_8_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_9_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_10_3,haven_labelled/vctrs_vctr/double
baseline,c2_nature_u7_99_3,character
baseline,c2_nature_u7_oth_3,character
baseline,c3_test_u7_3,haven_labelled/vctrs_vctr/double
baseline,c4_hospital_u7_3,numeric
baseline,c5_amount_u7_3,numeric
baseline,c6_selfmed_u7_3,numeric
baseline,c7_compare_u7_3,haven_labelled/vctrs_vctr/double
baseline,c8_illyesno_u7_3,haven_labelled/vctrs_vctr/double
baseline,c9_insu_u7_3,haven_labelled/vctrs_vctr/double
baseline,c10_seekcare_u7_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_3,character
baseline,c11_disease_u7_1_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_2_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_3_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_4_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_5_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_6_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_7_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_8_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_9_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_10_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_11_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_12_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_13_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_14_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_15_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_16_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_17_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_18_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_19_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_45_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_44_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_43_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_42_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_41_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_40_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_39_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_38_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_37_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_36_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_35_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_34_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_33_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_32_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_31_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_30_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_29_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_28_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_27_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_26_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_25_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_24_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_23_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_22_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_21_3,haven_labelled/vctrs_vctr/double
baseline,c11_disease_u7_20_3,haven_labelled/vctrs_vctr/double
baseline,c12_diagnose_u7_3,haven_labelled/vctrs_vctr/double
baseline,c13_medication_u7_3,haven_labelled/vctrs_vctr/double
baseline,c14_meditake_u7_3,haven_labelled/vctrs_vctr/double
baseline,c15_format_u7_3,character
baseline,c15_format_u7_1_3,haven_labelled/vctrs_vctr/double
baseline,c15_format_u7_2_3,haven_labelled/vctrs_vctr/double
baseline,c15_format_u7_3_3,haven_labelled/vctrs_vctr/double
baseline,c19_pertime_u7_3,numeric
baseline,c20_personlast_u7_3,haven_labelled/vctrs_vctr/double
baseline,c21_health_u7_3,numeric
baseline,c22_nonhealth_u7_3,numeric
baseline,c22b_u7_total_3,numeric
baseline,c23_reimburse_u7_3,numeric
baseline,c24_stopnormal_u7_3,numeric
baseline,c25_assist_u7_3,character
baseline,c25_assist_u7_0_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_1_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_2_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_3_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_4_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_5_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_6_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_8_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_7_3,haven_labelled/vctrs_vctr/double
baseline,c25_assist_u7_98_3,haven_labelled/vctrs_vctr/double
baseline,c26_nonsick_u7_3,character
baseline,c26_nonsick_u7_1_3,haven_labelled/vctrs_vctr/double
baseline,c26_nonsick_u7_2_3,haven_labelled/vctrs_vctr/double
baseline,c26_nonsick_u7_3_3,haven_labelled/vctrs_vctr/double
baseline,c26_nonsick_u7_4_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_3,character
baseline,c27_notconsult_u7_1_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_2_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_3_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_4_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_5_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_6_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_7_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_8_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_9_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_10_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_11_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_12_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_13_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_14_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_15_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_16_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_17_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_18_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_19_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_20_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_21_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_22_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_23_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_24_3,haven_labelled/vctrs_vctr/double
baseline,c27_notconsult_u7_25_3,haven_labelled/vctrs_vctr/double
baseline,c28_inpatient_u7_3,haven_labelled/vctrs_vctr/double
baseline,c29_insu_u7_3,haven_labelled/vctrs_vctr/double
baseline,c30_episode_u7_3,numeric
baseline,c31_disease_u7_3,character
baseline,c31_disease_u7_1_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_2_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_3_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_4_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_5_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_6_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_7_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_8_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_9_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_10_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_11_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_12_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_13_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_14_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_15_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_16_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_17_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_18_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_19_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_20_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_21_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_22_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_23_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_24_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_25_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_42_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_41_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_40_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_39_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_38_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_37_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_36_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_35_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_34_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_33_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_32_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_31_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_30_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_29_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_28_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_27_3,haven_labelled/vctrs_vctr/double
baseline,c31_disease_u7_26_3,haven_labelled/vctrs_vctr/double
baseline,c32_opd_u7_3,haven_labelled/vctrs_vctr/double
baseline,c33_hospital_u7_3,haven_labelled/vctrs_vctr/double
baseline,c34_stopnormal_u7_3,numeric
baseline,c35_days_u7_3,numeric
baseline,c36_health_u7_3,numeric
baseline,c37_nonhealth_u7_3,numeric
baseline,c37b_u7_total_3,numeric
baseline,u7_cal_4,character
baseline,v930,character
baseline,c1_time_u7_4,numeric
