wave,name,label,type,n_missing,pct_missing,n_unique,examples
baseline,c31_disease_preg_18,C31_18.[Childbirth (Normal Delivery)] was the reason for hospitalization.,haven_labelled,3194,99.5,2,0 | 1
baseline,c31_disease_preg_19,C31_19.[Childbirth (Caesarean) ] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_20,C31_20.[Treatment/ surgery for reproductive health related cancers etc.] was the,haven_labelled,3194,99.5,2,0 | 1
baseline,c31_disease_preg_21,C31_21.[Post-natal care/ delivery complications] was the reason for hospitalizat,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_22,C31_22.[Abortion] was the reason for hospitalization.,haven_labelled,3194,99.5,2,0 | 1
baseline,c31_disease_preg_23,C31_23.[Covid-19] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_24,C31_24.[Surgery for Appendicitis] was the reason for hospitalization.,haven_labelled,3194,99.5,2,1 | 0
baseline,c31_disease_preg_25,"C31_25.[Skin diseases (e.g., boils, lesions, etc.)] was the reason for hospitali",haven_labelled,3194,99.5,2,0 | 1
baseline,c31_disease_preg_42,C31_42.[Cleft palate surgery] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_41,C31_41.[The newborn could not be fed.] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_40,C31_40.[Low Birth weight] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_39,C31_39.[Constipation] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_38,C31_38.[Meningitis] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_37,C31_37.[Jaundice] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_36,"C31_36.[Signs of labours (pain, rupture of membrane)] was the reason for hospita",haven_labelled,3194,99.5,2,0 | 1
baseline,c31_disease_preg_35,C31_35.[Drug poison/food poison] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_34,C31_34.[Fever] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_33,C31_33.[Epilepsy/seizure] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_32,C31_32.[Intussusception] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_31,C31_31.[Melena] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_30,C31_30.[Surgery for hernia] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_29,C31_29.[Surgery for hydrocephalus] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_28,C31_28.[Dengue Haemorrhagic Fever] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_27,C31_27.[Abnormal pregnancy/pregnancy complications/malpresentation] was the reas,haven_labelled,3194,99.5,2,0 | 1
baseline,c31_disease_preg_26,C31_26.[Gastritics] was the reason for hospitalization.,haven_labelled,3194,99.5,2,0 | 1
baseline,c32_opd_preg,C32.Seeking outpatient/primary care before hospitalization [Pregnant Mother],haven_labelled,3194,99.5,2,1 | 0
baseline,c33_hospital_preg,C33.Place of hospitalization for the most recent episode [Pregnant Mother],haven_labelled,3194,99.5,2,1 | 5
baseline,c34_stopnormal_preg,C34.Number of days stopped for normal activities because of the hospitalization,numeric,3194,99.5,8,7 | 30 | 8 | 5 | 20
baseline,c35_days_preg,C35.Days spent in the hospital for the most recent hospitalization [Pregnant Mot,numeric,3194,99.5,8,4 | 3 | 1 | 2 | 8
baseline,c36_health_preg,C36.Amount of money[MMK] spent on direct health care costs for most recent hospi,numeric,3196,99.6,9,110000 | 200000 | 20000 | 100000 | 15000
baseline,c37_nonhealth_preg,C37.Amount of money[MMK] spent on indirect health care costs for most recent hos,numeric,3196,99.6,10,20000 | 40000 | 22000 | 30000 | 7000
baseline,c37b_total,C37.Total health care costs for inpatient care[Pregnant mother],numeric,3194,99.5,14,130000 | 240000 | 42000 | 196 | 120000
baseline,c38_reimburse_preg,C38.Amount of money[MMK] reimbursed for the most recent hospitalization [Pregnan,numeric,3209,100,1,0
baseline,c1_time_u7_1,C1.Time of consulting/visiting/interaction with health care providers in the las,numeric,233,7.3,24,3 | 0 | 7 | 5 | 2
baseline,c2_nature_u7_1,C2.Nature of the interactions in the last 12 months [Child (1)],character,0,0,12,1 |  | 1 2 | 2 | 9
baseline,c2_nature_u7_1_1,C2_1.[Illness/ Injury] was the nature of visit/interaction in the last 12 months,haven_labelled,1311,40.8,2,1 | 0
baseline,c2_nature_u7_2_1,C2_2.[Child immunization] was the nature of visit/interaction in the last 12 mon,haven_labelled,1313,40.9,2,0 | 1
baseline,c2_nature_u7_3_1,C2_3.[Antenatal care] was the nature of visit/interaction in the last 12 months.,haven_labelled,1313,40.9,1,0
baseline,c2_nature_u7_4_1,C2_4.[Influenza Vaccination] was the nature of visit/interaction in the last 12,haven_labelled,1313,40.9,2,0 | 1
baseline,c2_nature_u7_5_1,C2_5.[Covid 19 vaccination] was the nature of visit/interaction in the last 12 m,haven_labelled,1313,40.9,2,0 | 1
baseline,c2_nature_u7_6_1,C2_6.[Medical checkup] was the nature of visit/interaction in the last 12 months,haven_labelled,1313,40.9,2,0 | 1
baseline,c2_nature_u7_7_1,C2_7.[Receiving health education/medical advice] was the nature of visit/interac,haven_labelled,1312,40.9,1,0
baseline,c2_nature_u7_8_1,C2_8.[Newborn followup] was the nature of visit/interaction in the last 12 month,haven_labelled,1312,40.9,2,0 | 1
baseline,c2_nature_u7_9_1,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,1312,40.9,2,0 | 1
baseline,c2_nature_u7_10_1,C2_10.[Obesity] was the nature of visit/interaction in the last 12 months.,haven_labelled,1312,40.9,2,0 | 1
baseline,c3_test_u7_1,C3.Tests/Investigations involved in the last 12 months [Child (1)],haven_labelled,1313,40.9,2,0 | 1
baseline,c4_hospital_u7_1,C4.Episodes of hospitalization in the last 12 months [Child (1)],numeric,230,7.2,5,0 | 1 | 3 | 2 | 30000
baseline,c5_amount_u7_1,C5.Approximate spent on health care in the last 12 months [Child (1)],numeric,1346,41.9,137,30000 | 40000 | 100000 | 50000 | 23000
baseline,c6_selfmed_u7_1,C6.Approximate spent on self-prescribed medication in the last 12 months [Child,numeric,2165,67.4,66,8000 | 0 | 23500 | 9000 | 5000
baseline,c7_compare_u7_1,C7.Health care utilizaiton after February 1. [Child (1)],haven_labelled,230,7.2,4,1 | 3 | 4 | 2
baseline,c8_illyesno_u7_1,"C8.llness, injury, or health complaints in the last 30 days [Child (1)]",haven_labelled,230,7.2,2,1 | 0
baseline,c9_insu_u7_1,C9.Main (government or private) health insurance covering outpatient care for si,haven_labelled,230,7.2,6,0 | 98 | 2 | 4 | 1
baseline,c10_seekcare_u7_1,C10.Consulting/visiting/interacting with health care providers during the past 3,haven_labelled,1248,38.9,2,1 | 0
baseline,c11_disease_u7_1,C11.Disease diagnosed for the most recent interaction in the past 30 days [Child,character,0,0,97,3 |  | 3 8 | 3 30 | 3 11
baseline,c11_disease_u7_1_1,C11_1.[Diarrhea ] was disease diagnosed by doctor/health care provider for the r,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_2_1,C11_2.[Dengue Hemorrhagic Fever] was disease diagnosed by doctor/health care pro,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_3_1,C11_3.[Fever] was disease diagnosed by doctor/health care provider for the recen,haven_labelled,2120,66,2,1 | 0
baseline,c11_disease_u7_4_1,C11_4.[Malaria] was disease diagnosed by doctor/health care provider for the rec,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_5_1,C11_5.[Typhoid] was disease diagnosed by doctor/health care provider for the rec,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_6_1,C11_6.[Kidney disease] was disease diagnosed by doctor/health care provider for,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_7_1,"C11_7.[Skin diseases (e.g., boils, lesions, etc.)] was disease diagnosed by doct",haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_8_1,C11_8.[Cough] was disease diagnosed by doctor/health care provider for the recen,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_9_1,C11_9.[Nasal congestion] was disease diagnosed by doctor/health care provider fo,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_10_1,C11_10.[Running nose] was disease diagnosed by doctor/health care provider for t,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_11_1,C11_11.[Influenza] was disease diagnosed by doctor/health care provider for the,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_12_1,C11_12.[Abdominal pain] was disease diagnosed by doctor/health care provider for,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_13_1,C11_13.[Covid 19] was disease diagnosed by doctor/health care provider for the r,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_14_1,C11_14.[Hypertension] was disease diagnosed by doctor/health care provider for t,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_15_1,C11_15.[Diabetes] was disease diagnosed by doctor/health care provider for the r,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_16_1,C11_16.[Nausea and vomiting] was disease diagnosed by doctor/health care provide,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_17_1,"C11_17.[Accidents (motorbike/car accidents, etc)] was disease diagnosed by docto",haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_18_1,C11_18.[Occupational injuries or other injuries] was disease diagnosed by doctor,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_19_1,C11_19.[Oral disease] was disease diagnosed by doctor/health care provider for t,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_45_1,C11_45.[Eyes disease/eyes infection] was disease diagnosed by doctor/health care,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_44_1,C11_44.[Jaundice] was disease diagnosed by doctor/health care provider for the r,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_43_1,C11_43.[Back pain] was disease diagnosed by doctor/health care provider for the,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_42_1,C11_42.[Weakness] was disease diagnosed by doctor/health care provider for the r,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_41_1,C11_41.[Medical checkup/investigations] was disease diagnosed by doctor/health c,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_40_1,C11_40.[Paralysis] was disease diagnosed by doctor/health care provider for the,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_39_1,C11_39.[Epilepsy/seizure] was disease diagnosed by doctor/health care provider f,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_38_1,C11_38.[Epistasis] was disease diagnosed by doctor/health care provider for the,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_37_1,C11_37.[Ear infection] was disease diagnosed by doctor/health care provider for,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_36_1,C11_36.[Bloating] was disease diagnosed by doctor/health care provider for the r,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_35_1,C11_35.[Hydrocephalus] was disease diagnosed by doctor/health care provider for,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_34_1,C11_34.[Indigestion] was disease diagnosed by doctor/health care provider for th,haven_labelled,2119,66,2,0 | 1
baseline,c11_disease_u7_33_1,C11_33.[Bone demorfimty] was disease diagnosed by doctor/health care provider fo,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_32_1,C11_32.[Intestinal worms] was disease diagnosed by doctor/health care provider f,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_31_1,C11_31.[Asthema] was disease diagnosed by doctor/health care provider for the re,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_30_1,C11_30.[Pneumonia/AVI/Other respiratory tract infections] was disease diagnosed,haven_labelled,2118,66,2,0 | 1
baseline,c11_disease_u7_29_1,C11_29.[Constipation] was disease diagnosed by doctor/health care provider for t,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_28_1,C11_28.[Neurological disorders/headache] was disease diagnosed by doctor/health,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_27_1,C11_27.[Urinary tract infection(UTI)] was disease diagnosed by doctor/health car,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_26_1,C11_26.[Gastritics] was disease diagnosed by doctor/health care provider for the,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_25_1,C11_25.[Food poison] was disease diagnosed by doctor/health care provider for th,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_24_1,C11_24.[Muscle and joint pain] was disease diagnosed by doctor/health care provi,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_23_1,C11_23.[Sore throat] was disease diagnosed by doctor/health care provider for th,haven_labelled,2120,66,1,0
baseline,c11_disease_u7_22_1,C11_22.[Heart disease] was disease diagnosed by doctor/health care provider for,haven_labelled,2120,66,2,0 | 1
baseline,c11_disease_u7_21_1,"C11_21.[Complications of pregnancy (diziness, bleeding, pain,weakness)] was dise",haven_labelled,2120,66,1,0
baseline,c11_disease_u7_20_1,C11_20.[Low blood pressure/hypotension] was disease diagnosed by doctor/health c,haven_labelled,2120,66,1,0
baseline,c12_diagnose_u7_1,C12.Diagnostic / lab tests performed [Child (1)],haven_labelled,2120,66,2,0 | 1
baseline,c13_medication_u7_1,C13.Prescribing medications [Child (1)],haven_labelled,2120,66,2,1 | 0
baseline,c14_meditake_u7_1,C14.Taking the medicines as prescribed [Child (1)],haven_labelled,2140,66.7,2,1 | 0
baseline,c15_format_u7_1,C15.Format of seeking medical advice/treatment [Child (1)],character,0,0,6,1 |  | 1 2 | 2 | 1 2 3
baseline,c15_format_u7_1_1,C15_1.[In person] was the format of health seeking in the last 30 days.,haven_labelled,2120,66,2,1 | 0
baseline,c15_format_u7_2_1,C15_2.[Telemdicine only] was the format of health seeking in the last 30 days.,haven_labelled,2120,66,2,0 | 1
baseline,c15_format_u7_3_1,C15_3.[Mix of inperson and telemedcicne] was the format of health seeking in the,haven_labelled,2120,66,2,0 | 1
baseline,c16_virtual_u7_1,C16.Ways of telemedicine consultations in  the last 30 days [Child (1)],character,0,0,2, | 4
baseline,c16_virtual_u7_1_1,C16_1.[Text Message] was the ways of teleconsultations used in the last 30 days.,haven_labelled,3188,99.3,1,0
baseline,c16_virtual_u7_2_1,C16_2.[Email] was the ways of teleconsultations used in the last 30 days.,haven_labelled,3188,99.3,1,0
baseline,c16_virtual_u7_3_1,"C16_3.[Messaging within a website (e.g., patient portal, viber, telegram, messen",haven_labelled,3188,99.3,1,0
baseline,c16_virtual_u7_4_1,C16_4.[Phone calls] was the ways of teleconsultations used in the last 30 days.,haven_labelled,3188,99.3,1,1
baseline,c16_virtual_u7_5_1,"C16_5.[Videoconference (e.g viber, telegram, messenger)] was the ways of telecon",haven_labelled,3188,99.3,1,0
baseline,c16_virtual_u7_6_1,"C16_6.[Audioconference (e.g viber, telegram, messenger)] was the ways of telecon",haven_labelled,3188,99.3,1,0
baseline,c16_virtual_u7_7_1,C16_7.[eVisit (when you answer questions about your health issue online and hear,haven_labelled,3188,99.3,1,0
baseline,c17_virtime_u7_1,C17.Times of telemedicine consultations in  the last 30 days [Child (1)],numeric,3188,99.3,3,1 | 2 | 3
baseline,c19_pertime_u7_1,C19.Times in-person consultation visits in the last 30 days [Child (1)],numeric,2130,66.4,6,3 | 1 | 2 | 5 | 4
baseline,c20_personlast_u7_1,C20.Place of in person visist for the most recent visit in the last 30 days [Chi,haven_labelled,2130,66.4,12,7 | 8 | 2 | 4 | 6
baseline,c21_health_u7_1,C21. Money spent on direct health care costs for the most recent visit [Child (1,numeric,2123,66.1,80,30000 | 15000 | 8000 | 5000 | 8700
baseline,c22_nonhealth_u7_1,C22.Money was spent on indirect healthcare costs for the most recent visit [Chil,numeric,2121,66.1,39,5000 | 15000 | 2000 | 4000 | 3000
baseline,c22b_u7_total_1,C22b.Total health care cost for primary care visits [Child (1)],numeric,2120,66,112,35000 | 30000 | 10000 | 7000 | 12700
baseline,c23_reimburse_u7_1,C23.Amount of money [MMK] reimbursed from main health insurance [Child (1)],numeric,3192,99.4,3,50000 | 0 | 40000
baseline,c24_stopnormal_u7_1,C24.Number Days stoped normal activities because of the illness [Child (1)],numeric,1248,38.9,19,20 | 2 | 7 | 5 | 3
baseline,c25_assist_u7_1,C25.Gov/NGO/INGO assistance for [Child (1)],character,0,0,20,Don't know | 0 | 7 | 0 7 | 1
baseline,c25_assist_u7_0_1,C25_0.[None] is the orgainzation where the assistance is received currently.,haven_labelled,255,7.9,2,0 | 1
baseline,c25_assist_u7_1_1,C25_1.[Save the children] is the orgainzation where the assistance is received c,haven_labelled,230,7.2,2,0 | 1
